transaction_id,customer_id,amount,transaction_date
3343,740,1114.28,2025-11-25 16:02:05.174776
3344,584,50.3,2025-09-09 23:11:04.632814
3345,793,136.52,2026-02-09 10:00:09.871298
3346,577,2091.87,2026-04-01 00:39:17.502640
3347,967,6697.09,2025-06-26 07:11:45.968037
3348,692,1605.32,2026-03-24 21:01:27.349603
3349,938,1413.51,2025-06-27 13:07:04.236923
3350,457,766.41,2025-06-23 20:42:16.052347
3351,115,,2026-01-05 02:51:26.597206
3352,473,42.42,2025-07-30 05:05:54.263791
3353,131,637.53,2025-08-04 09:40:22.380438
3354,531,1192.44,2026-04-09 21:18:59.158296
3355,415,441.17,2025-07-23 03:05:56.829139
3356,563,,2025-12-06 01:07:47.301131
3357,1,2529.77,2025-08-25 02:17:57.793622
3358,200,4500.37,2026-04-27 18:38:02.477684
3359,415,5522.02,2026-04-30 02:49:15.613314
3360,963,,2025-07-09 22:54:03.134367
3361,365,108.44,2026-03-31 14:50:01.734708
3362,385,2700.79,2025-06-04 09:52:09.803567
3363,694,233.28,2026-01-20 07:15:30.825120
3364,543,,2025-11-29 00:44:04.141853
3365,251,3022.5,2026-02-17 16:53:07.253845
3366,369,2588.27,2025-10-05 01:17:13.825877
3367,200,6068.27,2025-09-10 13:07:46.230402
3368,965,2679.94,2026-02-02 07:26:43.206623
3369,136,2363.18,2026-01-08 21:56:08.003724
3370,350,606.93,2026-01-26 04:42:44.678031
3371,2,5174.38,2025-11-23 18:48:31.768450
3372,200,395.79,2025-11-19 18:35:40.263929
3373,751,4705.58,2025-09-15 15:39:28.621889
3374,200,749.86,2025-07-13 18:16:32.606101
3375,56,278.9,2025-06-02 01:27:01.082177
3376,415,3505.27,2025-07-24 15:52:06.218536
3377,1,5.0,2025-07-30 12:51:59.827338
3378,60,3568.63,2026-01-25 23:27:37.249376
3379,774,608.47,2025-12-23 16:27:10.615161
3380,745,4320.8,2026-03-30 20:34:28.542540
3381,934,2351.93,2025-09-21 03:20:54.949374
3382,829,2194.33,2026-03-29 22:44:03.899547
3383,618,909.27,2025-11-15 06:53:34.189466
3384,25,122.48,2025-11-17 09:09:08.787194
3385,752,3544.77,2025-06-01 12:32:21.954771
3386,828,374.84,2026-01-28 11:22:49.963595
3387,767,931.25,2025-07-27 01:41:48.257318
3388,444,1834.36,2026-04-05 00:50:23.689144
3389,200,1316.54,2025-08-08 20:26:47.757337
3390,828,442.94,2026-02-01 09:22:56.562059
3391,710,303.08,2025-12-07 02:29:42.651909
3392,977,,2025-07-15 12:30:35.998515
3393,191,3975.66,2025-12-21 16:32:53.779293
3394,200,64.14,2025-11-20 03:30:42.831517
3395,200,7545.76,2025-09-04 08:09:08.458320
3396,761,442.61,2026-05-21 04:37:27.330794
3397,200,233.79,2025-10-25 12:34:25.035044
3398,39,1720.63,2026-04-12 21:31:28.745196
3399,996,166.73,2026-04-08 14:49:44.828773
3400,1,1844.89,2025-07-20 20:53:47.487227
3401,809,3802.61,2025-12-29 23:24:11.280031
3402,340,98.17,2026-01-13 00:32:59.294052
3403,819,3217.56,2026-03-31 23:53:22.320513
3404,483,1003.33,2025-08-03 06:05:31.070797
3405,914,347.49,2026-03-15 06:44:25.561718
3406,939,387.4,2025-07-03 08:59:34.915173
3407,1,5020.81,2026-01-31 14:44:19.587600
3408,55,234.43,2026-02-01 16:14:50.398562
3409,202,4031.55,2026-05-16 03:04:00.422920
3410,600,1571.6,2026-05-19 23:55:38.477660
3411,901,79.68,2026-05-04 18:37:17.818075
3412,415,1249.02,2026-03-18 00:49:06.231380
3413,543,3401.46,2025-08-07 06:03:07.459765
3414,200,2590.74,2025-10-05 16:24:29.346156
3415,771,1341.92,2026-05-14 13:47:58.447565
3416,965,3932.94,2025-09-26 06:55:56.331455
3417,229,256.5,2026-04-25 12:53:41.773282
3418,420,4814.58,2026-03-09 16:32:35.070997
3419,60,3747.34,2026-04-21 18:23:41.935062
3420,483,2463.9,2025-06-15 06:29:08.878860
3421,437,3406.26,2026-03-28 23:43:05.225909
3422,170,1569.72,2026-05-10 14:13:58.211914
3423,410,2248.86,2026-02-17 23:37:47.662152
3424,296,1644.68,2026-02-10 18:04:05.846067
3425,457,878.34,2026-02-08 00:01:45.612313
3426,521,1682.65,2025-10-18 14:04:50.097652
3427,1,595.37,2025-08-15 12:47:27.214437
3428,740,1160.63,2026-03-31 18:53:29.689053
3429,691,659.16,2025-12-06 00:52:09.648506
3430,342,262.24,2026-02-26 14:22:36.252040
3431,25,776.81,2025-08-26 14:41:00.430642
3432,733,3820.91,2025-10-29 11:15:26.760571
3433,963,959.56,2025-10-03 12:57:48.185572
3434,200,2756.68,2025-11-06 01:27:25.454437
3435,291,385.22,2026-02-17 17:23:00.547334
3436,200,1104.75,2025-09-15 08:11:46.184348
3437,505,244.01,2026-05-26 02:41:14.843962
3438,191,298.44,2025-12-04 07:59:57.418258
3439,332,1921.72,2026-01-18 23:47:09.827518
3440,648,1870.34,2026-02-15 22:37:47.121914
3441,483,480.0,2026-02-16 19:24:04.390350
3442,365,1286.52,2025-07-03 12:13:11.076329
3443,379,3980.02,2026-01-19 21:11:23.478526
3444,483,382.81,2026-04-02 15:52:24.963480
3445,1,38.79,2025-10-31 08:41:07.837174
3446,56,2111.08,2026-05-19 09:13:04.792143
3447,892,109.96,2025-07-08 22:25:10.166691
3448,56,7818.08,2026-01-04 01:19:37.293947
3449,674,1881.27,2025-10-25 20:31:58.889551
3450,936,1271.25,2025-07-07 23:41:50.422413
3451,229,1124.21,2026-02-12 15:07:44.523178
3452,349,,2025-08-16 00:48:55.988532
3453,487,189.99,2025-11-19 22:23:43.515456
3454,893,5319.06,2025-06-16 11:13:51.062140
3455,952,1965.09,2025-07-14 10:29:06.560766
3456,726,406.63,2025-07-08 18:51:01.216944
3457,62,1653.73,2025-06-15 22:56:05.876234
3458,600,286.02,2026-01-25 07:26:13.050408
3459,369,35.42,2025-08-14 13:14:13.164820
3460,415,1991.3,2025-09-27 06:34:34.369361
3461,23,2091.0,2026-05-28 16:55:02.460206
3462,200,1752.68,2025-10-18 04:18:32.764492
3463,761,405.42,2025-09-09 08:47:06.653882
3464,415,1849.8,2026-05-29 18:44:44.544639
3465,256,116.34,2025-12-26 06:57:22.862871
3466,365,1879.32,2026-01-10 16:48:05.943252
3467,829,1614.95,2026-05-21 14:14:39.645548
3468,733,2129.9,2025-08-19 12:31:49.860369
3469,229,4516.67,2025-12-29 11:35:02.555478
3470,116,3799.02,2026-03-18 04:10:49.885201
3471,206,7890.56,2025-08-24 00:31:53.804900
3472,936,7479.59,2025-10-07 14:04:41.712950
3473,518,2959.63,2025-09-15 13:53:39.462798
3474,478,6266.3,2025-07-04 15:25:36.486901
3475,540,4039.09,2025-05-31 02:05:55.849584
3476,341,2600.84,2025-10-04 20:37:01.433806
3477,772,156.75,2025-10-29 15:28:39.388502
3478,458,100.59,2026-03-09 01:34:13.971515
3479,113,3635.38,2025-10-12 08:08:46.974368
3480,135,1345.34,2026-01-12 04:29:05.108047
3481,483,3370.55,2026-03-23 06:17:39.539672
3482,942,750.6,2026-02-19 16:06:02.110315
3483,269,1013.83,2025-10-24 09:21:38.857193
3484,867,2409.19,2026-03-30 09:44:17.128410
3485,740,4937.91,2026-05-11 03:56:57.136305
3486,200,183.71,2025-10-16 06:30:08.521199
3487,8,3953.45,2025-08-15 23:37:10.224201
3488,91,3150.2,2025-07-09 15:53:12.460844
3489,711,758.25,2026-04-17 03:14:02.134875
3490,200,877.68,2025-08-26 14:52:41.644249
3491,350,95.15,2025-09-18 02:41:04.698228
3492,434,31.73,2026-04-07 05:17:55.792336
3493,708,1296.37,2025-07-23 15:38:01.746237
3494,105,200.83,2026-03-16 09:10:00.108602
3495,365,431.35,2025-10-03 17:34:58.913366
3496,415,3751.59,2025-08-23 14:08:22.711765
3497,483,1692.73,2025-10-01 16:30:17.537324
3498,792,,2025-08-14 07:37:40.229165
3499,200,415.23,2025-12-29 16:07:29.813958
3500,774,3528.23,2026-05-18 03:04:04.049126
3501,638,4049.6,2026-04-05 08:13:32.555096
3502,483,,2026-05-24 01:13:57.263112
3503,656,4873.55,2025-08-19 22:52:21.717712
3504,371,3726.45,2025-08-23 12:33:41.134646
3505,153,2628.5,2026-04-25 05:09:21.122502
3506,594,2649.09,2025-08-23 06:45:10.511016
3507,462,222.74,2025-07-15 13:32:23.798411
3508,576,631.71,2025-09-30 00:07:34.492698
3509,297,138.37,2025-11-16 23:18:53.966254
3510,917,17.44,2025-10-06 07:44:19.224197
3511,521,344.69,2026-03-23 12:26:40.971903
3512,60,4248.66,2025-06-06 04:40:53.621657
3513,415,548.54,2025-08-06 11:40:17.302444
3514,733,7023.41,2026-05-07 02:09:52.815495
3515,761,1819.08,2025-06-06 02:45:20.738492
3516,420,541.67,2025-07-07 05:57:35.412471
3517,908,1374.85,2025-08-06 19:13:58.819354
3518,229,494.6,2025-12-31 17:21:59.111048
3519,369,8267.03,2026-03-31 14:09:11.215615
3520,914,3758.1,2026-02-11 04:35:24.952411
3521,911,53.18,2026-04-30 16:55:14.398946
3522,619,5904.43,2026-01-28 17:11:03.202038
3523,835,2553.55,2026-05-09 05:18:05.194391
3524,68,171.95,2025-08-01 22:54:29.039462
3525,853,2221.19,2025-08-27 18:35:38.639800
3526,290,2082.16,2025-11-01 09:30:42.600861
3527,200,493.82,2025-12-21 17:10:56.339744
3528,200,2841.33,2025-06-22 22:20:10.402099
3529,379,182.18,2025-12-25 03:13:38.793205
3530,203,1344.51,2025-06-15 06:16:43.746013
3531,290,19.95,2026-03-01 11:36:16.212398
3532,142,6930.67,2026-03-05 05:09:09.038105
3533,245,2785.14,2026-03-18 04:42:49.599173
3534,497,345.98,2025-07-23 15:46:30.559175
3535,409,836.11,2026-02-13 18:45:41.578759
3536,315,350.05,2025-10-19 06:47:37.378484
3537,733,2910.15,2025-11-23 22:13:10.167053
3538,905,121.4,2025-06-07 06:18:44.461698
3539,733,3670.25,2025-09-28 03:12:23.410289
3540,296,5701.41,2026-01-06 22:51:04.127831
3541,731,2257.9,2026-03-21 06:09:12.556319
3542,185,478.97,2026-02-28 02:37:57.197027
3543,136,892.86,2026-04-05 02:44:56.736370
3544,312,1297.27,2026-04-11 06:25:07.574721
3545,774,1855.84,2025-06-06 06:53:50.620676
3546,200,2209.24,2025-07-23 03:32:29.280971
3547,38,1615.84,2025-11-04 23:14:51.839838
3548,137,865.61,2025-07-28 02:37:24.797607
3549,834,4431.3,2025-11-12 15:14:56.727977
3550,570,169.79,2025-06-29 06:35:21.477668
3551,206,1255.68,2026-03-29 11:46:40.501346
3552,483,2988.34,2025-07-25 17:29:09.079378
3553,471,125.61,2026-03-10 19:44:56.867536
3554,577,2443.83,2025-07-13 23:48:36.292207
3555,200,3426.4,2025-06-26 07:29:26.918564
3556,850,2162.52,2025-11-24 17:43:55.260580
3557,271,26.04,2025-11-14 04:11:27.981870
3558,640,397.24,2026-01-13 15:02:13.642224
3559,1,837.44,2025-11-23 00:17:26.146518
3560,350,532.34,2025-09-01 15:48:01.685191
3561,324,6574.96,2025-07-22 07:09:35.555274
3562,483,2108.77,2025-09-03 16:36:06.026002
3563,47,704.71,2025-07-07 08:47:30.646509
3564,760,5309.9,2025-12-24 09:56:02.343835
3565,200,2698.72,2026-02-27 09:47:46.942989
3566,612,669.85,2026-05-05 08:25:52.804802
3567,768,952.47,2026-02-24 03:37:06.073465
3568,483,444.86,2025-06-25 06:05:49.227521
3569,728,7086.03,2025-08-05 02:41:43.453735
3570,588,1456.71,2025-07-25 04:25:13.431551
3571,331,4527.82,2025-08-25 14:12:50.870099
3572,775,850.82,2025-10-08 03:37:17.655044
3573,244,3944.28,2026-04-12 03:08:12.624049
3574,493,110.79,2025-11-04 00:31:29.143517
3575,733,8044.83,2025-12-21 23:07:39.796259
3576,365,4861.62,2026-01-04 02:25:06.056395
3577,261,902.61,2025-06-23 03:49:29.661896
3578,415,2980.84,2026-01-12 19:56:58.465899
3579,792,2790.73,2025-12-13 01:50:16.830228
3580,939,4630.42,2025-07-17 08:14:21.350321
3581,483,734.19,2026-04-26 09:10:27.271851
3582,588,1252.92,2025-12-17 19:01:55.243299
3583,914,4004.96,2025-07-13 11:56:02.578908
3584,81,3015.38,2026-05-13 15:49:22.088511
3585,200,999.99,2025-10-06 03:46:53.098306
3586,682,3738.04,2026-02-17 22:58:22.506509
3587,793,96.18,2026-03-10 02:22:34.978546
3588,831,3046.95,2026-05-21 23:18:32.572073
3589,376,463.27,2025-07-19 16:12:44.807560
3590,68,674.08,2026-01-07 12:53:56.222646
3591,401,1359.34,2025-07-19 22:18:45.845435
3592,200,1194.71,2025-08-11 06:25:37.825259
3593,242,1470.32,2025-06-04 05:31:36.414946
3594,746,1573.93,2026-05-15 12:40:49.517745
3595,55,805.52,2026-05-13 18:22:37.795623
3596,793,385.3,2025-09-30 01:55:23.668332
3597,389,2926.19,2025-08-15 10:17:21.784183
3598,539,1021.57,2026-01-25 02:48:00.059186
3599,68,1409.8,2026-05-01 23:33:33.464492
3600,297,2069.57,2026-03-06 14:12:41.242710
3601,68,4807.86,2025-09-03 08:13:09.212283
3602,965,,2025-09-24 11:46:06.966227
3603,772,93.05,2026-05-08 08:20:56.698440
3604,415,3647.25,2026-02-11 09:37:17.221329
3605,200,9085.33,2026-04-26 23:15:34.658839
3606,940,1279.16,2025-08-10 07:51:44.895543
3607,309,6985.99,2025-11-21 03:17:11.969720
3608,200,1585.18,2025-12-22 02:33:29.073370
3609,483,1230.95,2026-01-24 00:12:45.909577
3610,956,805.15,2025-06-28 19:10:48.630839
3611,1,2143.29,2026-03-09 05:05:55.911339
3612,200,522.26,2025-10-04 18:31:19.913778
3613,944,221.72,2025-09-23 15:57:16.342269
3614,200,55.23,2025-07-14 11:16:53.039605
3615,105,691.7,2025-06-19 21:39:26.503955
3616,489,1007.6,2025-07-06 14:36:52.438566
3617,846,1606.27,2026-01-26 21:36:44.267246
3618,415,692.74,2026-02-07 22:12:54.082297
3619,986,8277.79,2026-03-02 10:51:31.859831
3620,614,689.9,2025-08-06 22:48:39.058439
3621,51,1163.12,2025-07-07 12:24:56.294090
3622,986,218.01,2025-10-14 22:55:30.389708
3623,365,603.9,2026-05-06 20:38:54.726418
3624,240,99.08,2026-03-20 23:27:37.366499
3625,483,1639.73,2025-10-20 08:12:06.691278
3626,264,2781.12,2026-04-30 11:49:50.935634
3627,62,435.59,2025-09-21 06:11:34.585518
3628,1,917.45,2025-11-13 19:44:40.566110
3629,415,33.51,2025-06-20 00:25:19.171450
3630,809,3659.2,2026-01-27 11:32:29.917945
3631,497,3027.92,2025-09-25 03:18:04.999763
3632,998,130.69,2026-03-15 01:05:29.889168
3633,240,907.84,2026-02-17 08:11:26.979451
3634,229,6214.96,2025-10-03 20:14:04.997326
3635,196,995.25,2026-03-19 06:01:36.558935
3636,200,1493.98,2025-12-03 23:48:29.335303
3637,237,877.76,2025-11-23 22:49:45.569969
3638,761,1813.33,2025-09-01 14:19:02.698926
3639,916,7647.74,2025-10-11 23:28:08.626267
3640,973,11984.93,2026-02-25 07:01:59.733675
3641,200,2980.78,2025-10-08 18:54:28.287344
3642,892,1036.07,2026-02-05 21:20:17.358712
3643,293,,2025-07-26 15:51:17.012418
3644,105,882.39,2026-04-19 15:53:15.605678
3645,868,8477.53,2026-05-23 05:37:17.496257
3646,572,2460.36,2025-09-23 01:21:36.464767
3647,200,1191.79,2025-08-03 12:51:31.839421
3648,395,24.38,2026-01-07 16:57:40.448485
3649,240,1469.95,2026-01-20 18:34:59.711477
3650,717,8261.38,2025-10-12 18:20:05.118698
3651,415,1480.73,2025-09-14 09:44:29.499397
3652,986,402.83,2026-03-11 13:07:52.687713
3653,27,44.68,2025-11-01 13:36:28.413120
3654,331,876.09,2025-09-20 03:11:08.291240
3655,415,5007.64,2025-07-10 02:34:44.827565
3656,439,11341.15,2025-09-24 02:50:16.273437
3657,284,5814.27,2026-03-23 03:07:58.733637
3658,711,2614.37,2025-07-24 13:59:30.833992
3659,881,1633.54,2025-11-27 09:25:28.333906
3660,944,1786.55,2025-09-25 20:47:59.008809
3661,771,1548.68,2025-11-09 09:36:50.513118
3662,829,2455.5,2025-12-23 11:36:31.312078
3663,483,1085.57,2026-05-15 16:54:36.139016
3664,793,2212.51,2025-08-17 05:21:56.163419
3665,262,259.33,2025-09-28 21:29:09.100667
3666,365,617.66,2025-12-17 18:13:57.027349
3667,286,3615.81,2026-03-24 00:09:40.291203
3668,415,4681.59,2025-12-29 21:08:27.291802
3669,239,1548.75,2025-10-30 04:18:02.307936
3670,965,64.29,2025-10-11 01:33:23.484615
3671,279,5233.87,2025-06-03 02:31:25.978615
3672,81,2421.75,2025-06-02 12:00:56.820800
3673,469,1068.97,2026-04-10 05:04:06.435693
3674,33,1824.49,2025-09-28 17:18:54.304308
3675,103,1123.45,2025-11-13 22:00:37.857378
3676,200,1252.25,2025-11-01 22:24:36.754852
3677,415,4357.37,2025-10-28 05:17:29.596164
3678,396,351.29,2025-12-22 09:41:21.655730
3679,767,218.89,2026-04-17 04:25:47.884537
3680,726,5.46,2025-12-21 14:26:12.360832
3681,387,753.76,2025-10-03 11:29:41.833627
3682,296,318.96,2026-01-08 06:10:19.141952
3683,285,496.89,2025-10-26 12:17:25.521742
3684,746,22.61,2025-12-23 10:19:13.103126
3685,25,515.46,2026-01-06 13:07:51.405047
3686,1,809.07,2025-06-17 21:42:27.810664
3687,761,64.15,2025-12-21 07:27:33.033776
3688,415,,2025-10-20 02:57:22.074037
3689,136,1682.37,2025-12-20 02:03:18.820634
3690,200,204.14,2026-02-25 12:23:57.267234
3691,939,1807.78,2025-09-08 03:57:36.180479
3692,837,13221.12,2026-05-10 20:00:45.131999
3693,684,5781.63,2026-03-29 12:08:01.566731
3694,415,5.35,2025-10-14 01:07:25.553516
3695,457,3173.18,2025-08-21 10:27:11.545821
3696,973,872.69,2025-06-27 05:55:17.722206
3697,965,131.53,2026-03-24 14:28:53.559869
3698,200,701.91,2025-11-19 05:18:54.796433
3699,778,776.44,2025-10-09 12:18:43.018417
3700,200,1481.5,2026-03-31 01:55:18.475809
3701,200,2164.0,2025-08-21 00:58:29.777960
3702,610,2765.05,2026-05-14 14:13:21.079925
3703,365,564.47,2025-10-05 17:32:54.353853
3704,939,776.54,2025-08-04 04:22:53.872072
3705,68,737.44,2025-06-25 08:48:39.729687
3706,450,901.15,2025-07-09 08:19:47.044966
3707,936,,2025-12-23 00:13:23.765545
3708,914,3009.65,2026-05-01 17:08:55.203589
3709,191,7377.0,2025-11-22 22:55:11.089644
3710,342,2362.54,2025-11-23 12:21:59.857708
3711,559,,2025-07-11 10:56:08.404172
3712,195,987.75,2025-09-26 04:54:25.556903
3713,965,1341.13,2025-12-27 17:24:35.662510
3714,933,1078.69,2026-04-11 19:36:18.062058
3715,200,3524.32,2025-12-22 16:29:25.551063
3716,124,1250.98,2025-11-21 11:08:18.707536
3717,60,700.86,2026-05-30 13:32:07.170486
3718,924,2982.07,2025-07-06 07:21:42.233475
3719,200,3854.06,2025-06-13 11:22:31.595105
3720,379,1090.93,2026-03-02 03:18:57.918943
3721,415,,2026-01-21 21:02:20.444556
3722,542,121.21,2025-07-29 22:32:32.811420
3723,47,1507.77,2025-09-10 10:57:17.578897
3724,200,92.05,2025-08-30 13:33:57.482814
3725,939,59.25,2026-01-03 13:03:12.098614
3726,921,1898.27,2026-04-04 15:05:22.024420
3727,751,722.9,2026-01-21 05:41:48.928408
3728,1,2713.76,2025-11-30 19:36:23.594149
3729,293,4528.32,2025-08-30 06:48:29.888072
3730,570,300.23,2025-07-04 07:25:30.994603
3731,229,,2026-05-17 17:47:17.882257
3732,925,1445.23,2025-08-21 21:35:35.530198
3733,570,237.84,2026-01-06 00:50:09.625259
3734,47,2108.77,2026-01-12 13:22:36.308953
3735,924,1880.48,2025-12-03 01:35:17.827373
3736,963,1449.86,2025-10-07 19:26:10.218523
3737,56,,2026-02-01 09:49:53.190435
3738,474,1472.44,2025-08-02 08:45:15.792382
3739,262,9316.11,2025-09-16 16:03:19.086842
3740,365,1423.55,2025-08-16 05:54:20.861436
3741,200,246.26,2026-01-21 19:33:25.813721
3742,508,1271.54,2025-10-31 15:30:36.557506
3743,963,402.59,2026-03-28 10:50:34.720324
3744,438,1818.3,2025-09-12 03:06:38.201787
3745,58,2362.68,2026-03-03 13:59:04.242504
3746,559,1263.86,2025-07-22 13:26:53.498930
3747,301,205.62,2026-05-11 16:57:32.061771
3748,829,1264.64,2025-06-14 21:28:55.302527
3749,397,169.93,2026-04-03 15:11:00.684422
3750,200,2292.2,2025-06-08 09:44:49.607597
3751,200,,2025-09-05 10:27:34.112615
3752,743,6560.46,2025-12-13 04:29:53.604488
3753,229,322.22,2025-09-16 12:52:16.601035
3754,743,1520.37,2025-07-09 23:06:40.243080
3755,200,1676.52,2026-02-14 10:35:00.694794
3756,291,5114.35,2026-04-17 11:35:16.383130
3757,415,1973.84,2026-01-13 09:40:35.037395
3758,954,314.5,2025-07-05 21:39:38.843756
3759,939,1146.65,2026-02-18 16:07:04.456842
3760,200,2127.05,2025-08-09 16:53:50.434815
3761,332,2409.84,2025-12-15 09:46:40.909435
3762,180,3976.63,2025-06-21 00:37:09.172600
3763,446,398.14,2026-02-11 17:09:32.809376
3764,415,6054.12,2025-09-06 01:48:06.747258
3765,914,121.92,2026-04-19 12:31:23.194140
3766,939,8240.82,2026-05-08 08:06:45.966181
3767,365,3900.58,2026-03-06 03:40:23.833183
3768,415,,2025-10-02 12:22:19.509701
3769,911,2656.02,2026-01-05 00:34:52.731127
3770,772,150.94,2025-12-12 20:45:55.538384
3771,1,84.73,2025-12-12 17:36:32.363173
3772,288,214.65,2025-06-19 13:13:09.385355
3773,379,182.83,2025-06-25 13:04:10.714066
3774,200,1585.41,2026-01-09 07:49:49.553180
3775,200,485.27,2025-07-15 04:20:13.718136
3776,9,3935.17,2025-10-20 02:12:43.669449
3777,577,1180.27,2025-12-27 05:10:02.274923
3778,225,2378.24,2026-05-18 21:30:31.215858
3779,25,2116.13,2026-05-20 21:58:33.645423
3780,200,770.89,2025-10-03 13:00:36.123659
3781,768,557.23,2025-06-07 07:18:13.487466
3782,829,838.49,2025-06-11 10:16:10.010520
3783,415,3185.74,2026-04-23 03:58:12.147180
3784,378,1765.12,2025-07-17 11:45:28.891349
3785,977,584.82,2026-04-27 06:51:41.701019
3786,200,3405.81,2025-07-09 22:29:18.851398
3787,200,112.63,2025-12-18 11:39:19.396373
3788,242,2402.51,2026-04-06 03:25:09.047315
3789,200,1156.43,2025-08-25 21:18:00.165363
3790,365,2628.25,2026-04-16 01:16:07.700145
3791,928,5247.27,2026-03-01 13:58:46.715049
3792,551,2772.86,2025-07-26 03:26:28.446565
3793,371,1166.67,2026-01-07 13:00:16.461021
3794,941,327.33,2025-08-10 08:21:16.857118
3795,21,3283.42,2025-10-04 20:35:40.254648
3796,200,1234.99,2026-05-16 11:38:32.455671
3797,483,156.6,2025-06-04 17:55:08.913628
3798,551,2539.2,2025-12-05 02:09:45.916082
3799,12,690.2,2025-06-11 04:54:54.632529
3800,365,100.25,2026-01-04 00:12:08.115410
3801,577,4660.96,2025-10-12 09:44:46.589542
3802,652,1319.82,2026-03-03 20:41:52.888084
3803,576,659.68,2026-04-18 18:15:25.226629
3804,290,2520.29,2026-04-24 10:42:13.799273
3805,71,4341.4,2025-11-18 11:58:48.612675
3806,388,0.61,2026-01-03 04:40:03.987697
3807,135,2328.56,2025-11-26 14:53:24.541392
3808,963,2913.53,2026-02-27 02:44:40.134994
3809,415,471.26,2025-10-09 13:05:06.620673
3810,287,1345.21,2026-01-03 19:44:25.942521
3811,740,187.05,2026-02-26 01:04:32.793381
3812,425,2746.76,2026-03-02 18:28:28.260518
3813,271,3760.6,2025-10-04 12:28:30.455038
3814,779,229.0,2026-03-08 18:29:53.846190
3815,859,3390.65,2025-11-06 05:37:04.196402
3816,605,2953.05,2025-06-16 19:03:42.038397
3817,20,852.09,2026-01-20 15:30:51.419208
3818,483,2344.23,2026-04-29 01:53:00.156415
3819,740,0.1,2026-01-31 03:52:38.757297
3820,147,5370.55,2025-07-18 19:49:59.804588
3821,200,1598.72,2026-03-09 07:10:34.100334
3822,894,1936.95,2025-08-11 10:20:33.068675
3823,1,2185.22,2025-12-14 20:28:01.889359
3824,733,1648.19,2025-08-27 16:11:51.914302
3825,415,3886.52,2025-09-02 06:01:16.886571
3826,415,1881.69,2025-09-20 14:33:46.313406
3827,1,4766.72,2026-02-07 20:43:58.035156
3828,792,1746.14,2026-05-21 19:22:37.438426
3829,333,375.37,2025-06-01 14:57:01.854007
3830,483,4896.67,2025-06-01 09:01:42.060039
3831,613,2289.07,2025-07-25 16:42:03.633602
3832,661,2402.88,2025-10-01 07:46:09.354577
3833,963,8464.7,2026-03-05 18:57:43.074263
3834,474,156.35,2025-07-21 03:48:41.765926
3835,365,1119.31,2026-04-29 11:21:27.101444
3836,963,546.49,2025-08-23 16:11:22.195616
3837,577,1990.81,2026-04-02 13:25:08.236850
3838,248,3288.18,2025-08-04 13:08:16.827741
3839,131,,2026-03-20 14:13:53.692868
3840,821,1212.46,2026-02-23 16:23:10.641605
3841,333,3085.6,2026-05-28 05:29:51.955752
3842,587,4979.07,2026-03-16 20:36:09.680789
3843,415,2299.76,2026-05-01 13:15:18.013198
3844,200,556.08,2026-01-22 13:50:47.034174
3845,543,1872.24,2025-09-07 18:54:04.172311
3846,33,7009.92,2026-01-21 21:45:44.181594
3847,373,8772.68,2026-01-09 03:24:34.593700
3848,483,2056.46,2026-05-11 20:13:44.670024
3849,398,4360.52,2026-03-21 06:28:59.145303
3850,733,447.16,2025-10-20 04:04:27.836776
3851,794,564.93,2026-01-03 07:20:12.418304
3852,744,6110.44,2026-05-30 02:35:54.967388
3853,11,290.6,2025-06-07 01:07:47.438708
3854,200,424.18,2025-07-26 05:03:21.198370
3855,483,1091.35,2026-01-06 02:28:56.332474
3856,941,1781.17,2026-05-08 20:56:53.885709
3857,808,1851.76,2025-08-29 18:10:53.900647
3858,821,690.55,2025-10-24 23:46:16.954488
3859,261,5066.86,2025-09-01 05:05:57.818996
3860,394,4932.56,2026-05-20 17:53:38.497133
3861,415,995.38,2026-05-20 21:04:27.391446
3862,191,1139.35,2026-05-28 19:35:16.367178
3863,5,2424.66,2026-04-10 15:44:26.298282
3864,963,2175.32,2026-05-30 15:51:21.039915
3865,200,963.5,2025-09-01 13:00:44.238113
3866,200,1069.7,2025-11-15 17:31:36.251046
3867,59,855.54,2025-08-05 14:55:06.251832
3868,939,536.77,2026-01-12 14:15:58.818823
3869,513,1225.49,2025-11-21 19:08:26.538927
3870,595,2319.49,2025-07-05 20:52:28.524810
3871,928,2709.33,2025-06-18 23:19:38.424478
3872,312,3018.04,2026-05-10 19:04:35.852767
3873,563,939.15,2025-09-11 21:37:42.537683
3874,11,2893.24,2025-06-15 15:10:48.394895
3875,200,13.08,2025-11-07 04:36:48.925467
3876,800,1296.54,2025-11-01 05:29:17.521307
3877,742,3158.83,2025-07-04 20:29:55.254029
3878,324,1988.75,2025-09-04 12:02:47.823037
3879,359,1285.15,2026-04-18 13:41:09.543849
3880,478,2069.26,2025-07-19 14:13:13.467749
3881,1,4749.15,2026-01-05 08:44:02.460736
3882,200,1671.18,2025-12-02 17:09:08.693916
3883,200,3216.74,2025-06-06 09:15:12.645194
3884,202,7899.73,2025-10-21 00:25:13.460452
3885,772,2445.42,2025-06-14 07:19:15.770818
3886,229,1703.47,2025-06-30 17:05:06.462209
3887,200,76.41,2025-06-01 20:47:59.429580
3888,441,938.34,2025-06-07 23:02:52.684223
3889,855,1666.86,2026-02-17 01:38:35.635211
3890,200,3191.13,2026-02-24 20:58:10.964166
